record_id,tool_name,vendor,product,version,control_domain,control_objective,current_control_id,current_control_name,framework_alignment,deployment_scope,environment,coverage_level,effectiveness_score,operational_status,annual_cost_usd,utilization_percent,license_count,eol_date,notes
TM-0905,DLP,Forcepoint,DLP from Forcepoint,v2,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Hybrid,Partial,36.3,Active,180832,59,15242,,
TM-0906,EPM and PRA,BeyondTrust,EPM and PRA from BeyondTrust,v1,Identity,Identity and privileged access controls for EPM and PRA,PR.AA,Identity and Access Management,NIST-CSF-2.0,Enterprise-wide,On-Prem,Covered,92.3,Planned,112897,68,18201,,
TM-0907,EPP,ESET,EPP from ESET,v1,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,On-Prem,Covered,41.9,Active,310985,93,3408,,
TM-0908,DAM and DSF,Imperva,DAM and DSF from Imperva,v1,Data,Data security and application protection with DAM and DSF,PR.DS,Data Security,CIS-v8.1,Regional,Production,Partial,35.6,Under Review,263185,86,21335,,
TM-0909,CLM,Keyfactor,CLM from Keyfactor,v1,SOC,"Monitoring, detection, and response control coverage via CLM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,On-Prem,Partial,91.2,Under Review,217912,65,6185,,
TM-0910,DNS Security,Cloudflare,DNS Security from Cloudflare,v3,SOC,"Monitoring, detection, and response control coverage via DNS Security",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Partial,41.5,Active,276301,87,3648,,
TM-0911,DevSecOps,Checkmarx,DevSecOps from Checkmarx,v2,SOC,"Monitoring, detection, and response control coverage via DevSecOps",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,On-Prem,Covered,57.3,Active,393603,78,17206,,
TM-0912,User Authentication and Authorization,RSA,User Authentication and Authorization from RSA,v1,SOC,"Monitoring, detection, and response control coverage via User Authentication and Authorization",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,Production,Covered,95.3,Active,151818,56,9089,,
TM-0913,EPP,Ivanti,EPP from Ivanti,v1,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0,Regional,Hybrid,Covered,56.1,Active,212909,91,17216,,
TM-0914,PAM,BeyondTrust,PAM from BeyondTrust,v3,Identity,Identity and privileged access controls for PAM,PR.AA,Identity and Access Management,CIS-v8.1,Enterprise-wide,Cloud,Missing,76.7,Planned,257481,79,2020,,
TM-0915,Application Security,Burp Suite,Application Security from Burp Suite,v1,SOC,"Monitoring, detection, and response control coverage via Application Security",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,Cloud,Covered,63.1,Under Review,409233,86,2935,,
TM-0916,MDM,MobileIron,MDM from MobileIron,Latest,SOC,"Monitoring, detection, and response control coverage via MDM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Covered,97.7,Active,240114,55,10664,,
TM-0917,FIM,Tripwire,FIM from Tripwire,Latest,SOC,"Monitoring, detection, and response control coverage via FIM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Partial,76.2,Active,249736,66,13400,,
TM-0918,SMS Gateway,SMSEagle,SMS Gateway from SMSEagle,v2,SOC,"Monitoring, detection, and response control coverage via SMS Gateway",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,On-Prem,Partial,83.9,Under Review,192729,40,9119,,
TM-0919,PAM and PRA,BeyondTrust,PAM and PRA from BeyondTrust,v2,Identity,Identity and privileged access controls for PAM and PRA,PR.AA,Identity and Access Management,NIST-CSF-2.0,BU-specific,On-Prem,Missing,93,Active,163592,88,21685,,
TM-0920,DAM,IBM,DAM from IBM,v2,Data,Data security and application protection with DAM,PR.DS,Data Security,CIS-v8.1,HQ + Branches,Hybrid,Partial,69.7,Planned,231164,48,5707,,
TM-0921,Patch Management,Ivanti,Patch Management from Ivanti,v2,Endpoint,Endpoint protection and workload hardening using Patch Management,CIS-10,Malware Defenses,NIST-CSF-2.0,Regional,On-Prem,Partial,78.9,Active,123088,41,14590,,
TM-0922,Password Policy Enforcement,Nfront,Password Policy Enforcement from Nfront,Latest,Identity,Identity and privileged access controls for Password Policy Enforcement,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,Regional,Production,Covered,43.9,Active,95039,87,10482,,
TM-0923,Digital Risk Protection,Group IB,Digital Risk Protection from Group IB,v2,SOC,"Monitoring, detection, and response control coverage via Digital Risk Protection",DE.CM,Security Continuous Monitoring,CIS-v8.1,Regional,Cloud,Partial,80.5,Active,314426,35,2888,,
TM-0924,Network Packet Broker,Keysight,Network Packet Broker from Keysight,v1,Network,Network boundary and segmentation controls enabled by Network Packet Broker,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Partial,35.7,Under Review,386847,90,13907,,
TM-0925,Data Privacy,BigID,Data Privacy from BigID,v3,SOC,"Monitoring, detection, and response control coverage via Data Privacy",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Covered,44.9,Planned,279149,96,3233,,
TM-0926,DLP,Digital Guardian,DLP from Digital Guardian,v2,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,Hybrid,Covered,86.8,Planned,303053,39,17347,,
TM-0927,EPP,Symantec,EPP from Symantec,Latest,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,CIS-v8.1,HQ + Branches,On-Prem,Covered,85.6,Active,157124,41,2055,,
TM-0928,WAF,Array Networks,WAF from Array Networks,v3,Network,Network boundary and segmentation controls enabled by WAF,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,Regional,Cloud,Covered,41.7,Active,158743,92,4791,,
TM-0929,GRC,Whitehats,GRC from Whitehats,v2,Data,Data security and application protection with GRC,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Covered,96.5,Active,268827,84,1256,,
TM-0930,DLP,McAfee,DLP from McAfee,v3,SOC,"Monitoring, detection, and response control coverage via DLP",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,BU-specific,Production,Missing,82.4,Planned,273061,54,9839,,
TM-0931,Password Policy Enforcement,Netwrix,Password Policy Enforcement from Netwrix,v3,Identity,Identity and privileged access controls for Password Policy Enforcement,PR.AA,Identity and Access Management,NIST-CSF-2.0,Enterprise-wide,Cloud,Covered,81.7,Active,256825,44,14728,,
TM-0932,SSO,Imprivata,SSO from Imprivata,Latest,SOC,"Monitoring, detection, and response control coverage via SSO",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,Cloud,Covered,78,Active,309022,95,5881,,
TM-0933,VPN,Pulse Secure,VPN from Pulse Secure,v2,SOC,"Monitoring, detection, and response control coverage via VPN",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Regional,Hybrid,Missing,66.6,Planned,304099,67,19243,,
TM-0934,EPP,SentinelOne,EPP from SentinelOne,Latest,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0,BU-specific,Cloud,Covered,88.9,Active,325544,83,9764,,
TM-0935,Firewalls,Fortinet,Firewalls from Fortinet,v2,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Partial,97.6,Active,160095,83,7821,,
TM-0936,FortiAnalyzer,Unknown Vendor,FortiAnalyzer,v1,SOC,"Monitoring, detection, and response control coverage via FortiAnalyzer",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,On-Prem,Covered,93.8,Active,210113,57,2340,,
TM-0937,Email Security,Barracuda,Email Security from Barracuda,v2,Email,Email threat prevention and response via Email Security,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Cloud,Missing,96.6,Under Review,108487,93,23502,,
TM-0938,Firewalls,Fortinet,Firewalls from Fortinet and Palo Alto,Latest,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,BU-specific,Cloud,Covered,89,Planned,198983,58,21139,,
TM-0939,Firewalls,Palo Alto,Firewalls from Fortinet and Palo Alto,v3,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,CIS-v8.1,Enterprise-wide,On-Prem,Partial,51.6,Under Review,387751,74,16139,,
TM-0940,FortiSIEM and FortiSOAR,Unknown Vendor,FortiSIEM and FortiSOAR,v2,SOC,"Monitoring, detection, and response control coverage via FortiSIEM and FortiSOAR",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Missing,53.3,Active,244194,39,9778,,
TM-0941,Deep Security and EPP,Trend Micro,Deep Security and EPP from Trend Micro,Latest,Endpoint,Endpoint protection and workload hardening using Deep Security and EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Cloud,Partial,75.5,Planned,222494,40,18326,,
TM-0942,EPP,Trend Micro,EPP from Trend Micro,Latest,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,CIS-v8.1,Regional,On-Prem,Covered,55,Planned,227683,79,11968,,
TM-0943,XDR,Trend Micro,XDR from Trend Micro,v3,SOC,"Monitoring, detection, and response control coverage via XDR",DE.CM,Security Continuous Monitoring,CIS-v8.1,Enterprise-wide,Hybrid,Missing,44.2,Active,292507,97,19382,,
TM-0944,Enail Security,Proofpoint,Enail Security from Proofpoint,v1,SOC,"Monitoring, detection, and response control coverage via Enail Security",DE.CM,Security Continuous Monitoring,CIS-v8.1,HQ + Branches,On-Prem,Covered,48.3,Active,346964,61,6391,,
TM-0945,FIM,Netwrix,FIM from Netwrix,v2,SOC,"Monitoring, detection, and response control coverage via FIM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Regional,Production,Covered,40.1,Under Review,259106,61,5446,,
TM-0946,Firewalls,Palo Alto,Firewalls from Palo Alto,v3,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,Enterprise-wide,Production,Missing,62,Planned,256244,47,23555,,
TM-0947,WAF and Email Security,Barracuda,WAF and Email Security from Barracuda,Latest,Data,Data security and application protection with WAF and Email Security,PR.DS,Data Security,CIS-v8.1,Regional,On-Prem,Covered,78.7,Active,122621,84,14976,,
TM-0948,Web Security,Forcepoint,Web Security from Forcepoint,v1,SOC,"Monitoring, detection, and response control coverage via Web Security",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Regional,Cloud,Partial,86.9,Under Review,366017,81,472,,
TM-0949,SIEM,Elastic,SIEM from Elastic,Latest,SOC,"Monitoring, detection, and response control coverage via SIEM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,HQ + Branches,Cloud,Covered,96.1,Active,278917,35,11329,,
TM-0950,Security Scoring,Black Kite,Security Scoring from Black Kite,v2,SOC,"Monitoring, detection, and response control coverage via Security Scoring",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Production,Covered,82,Active,329183,83,15071,,
TM-0951,"EPP, Firewalls, and Email Security",Check Point,"EPP, Firewalls, and Email Security from Check Point",v2,Endpoint,"Endpoint protection and workload hardening using EPP, Firewalls, and Email Security",CIS-10,Malware Defenses,CIS-v8.1,Regional,Hybrid,Missing,71.3,Active,306934,36,22428,,
TM-0952,PAM,Delinea,PAM from Delinea,v1,Identity,Identity and privileged access controls for PAM,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,On-Prem,Covered,57.2,Under Review,179160,96,8475,,
TM-0953,Adaptive MFA,Okta,Adaptive MFA,v2,Identity,Identity and privileged access governance,PR.AA,Identity and Access Management,CIS-v8.1,HQ + Branches,Cloud,Covered,72.5,Active,170148,88,17251,,
TM-0954,Entra ID P2,Microsoft,Entra ID P2,Latest,Identity,Identity and privileged access governance,PR.AA,Identity and Access Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,Production,Missing,85.8,Active,224698,73,10352,,
TM-0955,PAM,CyberArk,PAM,Latest,Identity,Identity and privileged access governance,PR.AA,Privileged Access Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,On-Prem,Partial,85.8,Active,265822,48,19448,,
TM-0956,IdentityIQ,SailPoint,IdentityIQ,Latest,Identity,Identity lifecycle and provisioning,CIS-5,Account Management,NIST-CSF-2.0,Regional,On-Prem,Missing,57.1,Under Review,186913,92,16164,,
TM-0957,PingFederate,Ping Identity,PingFederate,Latest,Identity,Identity lifecycle and provisioning,CIS-5,Access Governance,NIST-CSF-2.0,BU-specific,Hybrid,Partial,51.9,Active,155055,91,22744,,
TM-0958,Falcon Insight XDR,CrowdStrike,Falcon Insight XDR,v2,Endpoint,Endpoint detection and response,CIS-10,Malware Defenses,NIST-CSF-2.0,HQ + Branches,Production,Covered,44.7,Active,307643,86,15046,,
TM-0959,Singularity Complete,SentinelOne,Singularity Complete,v3,Endpoint,Endpoint detection and response,CIS-10,Malware Defenses,NIST-CSF-2.0,HQ + Branches,Hybrid,Partial,59.7,Active,205182,38,23306,,
TM-0960,Defender for Endpoint,Microsoft,Defender for Endpoint,Latest,Endpoint,Endpoint protection and hardening,PR.PS,Platform Security,NIST-CSF-2.0,HQ + Branches,Hybrid,Covered,55,Active,165894,79,3263,,
TM-0961,VMDR,Qualys,VMDR,v1,Endpoint,Endpoint vulnerability and patch assurance,CIS-7,Continuous Vulnerability Management,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Cloud,Partial,45,Active,132567,36,407,,
TM-0962,Nessus / Tenable.sc,Tenable,Nessus / Tenable.sc,v2,Endpoint,Endpoint vulnerability and patch assurance,CIS-7,Continuous Vulnerability Management,NIST-CSF-2.0,Enterprise-wide,On-Prem,Covered,81.3,Planned,263540,83,4761,,
TM-0963,NGFW + Panorama,Palo Alto,NGFW + Panorama,v2,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,CIS-v8.1,Regional,Hybrid,Partial,85.8,Active,243823,38,2184,,
TM-0964,FortiGate + FortiManager,Fortinet,FortiGate + FortiManager,v2,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Covered,93.4,Active,203365,51,4614,,
TM-0965,Quantum Security Gateway,Check Point,Quantum Security Gateway,v1,Network,Perimeter and east-west threat prevention,CIS-12,Network Infrastructure Management,CIS-v8.1,BU-specific,Hybrid,Covered,65.9,Active,180089,95,2018,,
TM-0966,ZIA + ZPA,Zscaler,ZIA + ZPA,Latest,Network,Secure access service edge and zero trust,PR.AC,Access Control,CIS-v8.1,BU-specific,On-Prem,Partial,46.3,Active,215928,70,15213,,
TM-0967,SSE,Netskope,SSE,v1,Network,Secure access service edge and zero trust,PR.AC,Access Control,NIST-CSF-2.0,BU-specific,Cloud,Partial,73.7,Active,209010,81,23173,,
TM-0968,Enterprise Security,Splunk,Enterprise Security,v2,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Partial,82.9,Active,234358,91,853,,
TM-0969,QRadar SIEM,IBM,QRadar SIEM,v2,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,Enterprise-wide,Hybrid,Covered,65.3,Planned,229686,69,7442,,
TM-0970,Sentinel,Microsoft,Sentinel,Latest,SOC,Centralized security monitoring and detection,DE.CM,Security Continuous Monitoring,CIS-v8.1,HQ + Branches,Hybrid,Covered,47.5,Under Review,335175,95,2680,,
TM-0971,Cortex XSOAR,Palo Alto,Cortex XSOAR,v3,SOC,Automated incident orchestration and response,RS.RP,Incident Response,NIST-CSF-2.0,Regional,On-Prem,Covered,63.1,Active,207698,55,2796,,
TM-0972,SOAR Platform,Swimlane,SOAR Platform,Latest,SOC,Automated incident orchestration and response,RS.RP,Incident Response,CIS-v8.1,Regional,Cloud,Covered,74.9,Active,177833,37,12842,,
TM-0973,Purview DLP,Microsoft,Purview DLP,Latest,Data,Data classification and loss prevention,PR.DS,Data Security,CIS-v8.1,BU-specific,On-Prem,Covered,46.3,Active,328796,57,1927,,
TM-0974,DLP,Symantec,DLP,v3,Data,Data classification and loss prevention,PR.DS,Data Security,CIS-v8.1,Regional,Cloud,Covered,55.1,Active,206821,64,19905,,
TM-0975,DAM + Data Security Fabric,Imperva,DAM + Data Security Fabric,v2,Data,Database and structured data protection,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,On-Prem,Covered,48.4,Active,268093,80,23663,,
TM-0976,Advanced WAF,F5,Advanced WAF,v1,Data,Web and API application protection,PR.DS,Application Security,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,On-Prem,Covered,55.2,Active,331919,66,24757,,
TM-0977,WAF + API Shield,Cloudflare,WAF + API Shield,Latest,Data,Web and API application protection,PR.DS,Application Security,NIST-CSF-2.0,Enterprise-wide,On-Prem,Covered,55.6,Active,272173,52,16134,,
TM-0978,CNAPP,Wiz,CNAPP,v1,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,CIS-v8.1,BU-specific,Hybrid,Partial,60.4,Under Review,422754,37,16162,,
TM-0979,Prisma Cloud,Prisma,Prisma Cloud,v1,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,CIS-v8.1,Enterprise-wide,On-Prem,Partial,52.3,Under Review,263306,70,7911,,
TM-0980,Cloud Security Platform,Orca,Cloud Security Platform,v1,Cloud,Cloud security posture and workload security,CIS-4,Secure Configuration,CIS-v8.1,BU-specific,On-Prem,Partial,75.4,Planned,399667,94,2676,,
TM-0981,Cloud Permissions Firewall,Sonrai,Cloud Permissions Firewall,v2,Cloud,Cloud identity and entitlement governance,CIS-5,Account Management,NIST-CSF-2.0,Enterprise-wide,Hybrid,Covered,55.3,Active,274190,45,4876,,
TM-0982,CNAPP + Runtime,Aqua,CNAPP + Runtime,v3,Cloud,Kubernetes and container runtime protection,PR.PS,Platform Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Covered,84.5,Active,431720,39,8313,,
TM-0983,Email Protection,Proofpoint,Email Protection,Latest,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,CIS-v8.1,Regional,Hybrid,Partial,42.6,Active,72908,71,21271,,
TM-0984,Email Security Cloud,Mimecast,Email Security Cloud,Latest,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Production,Partial,50.2,Active,114302,52,19343,,
TM-0985,Defender for Office 365,Microsoft,Defender for Office 365,Latest,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0,Enterprise-wide,Cloud,Partial,79.8,Active,156100,50,16220,,
TM-0986,Email Protection,Barracuda,Email Protection,v2,Email,Email threat prevention and response,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Production,Missing,38.8,Active,81152,86,4795,,
TM-0987,PRA,BeyondTrust,PRA from BeyondTrust,v1,Identity,Identity and privileged access controls for PRA,PR.AA,Identity and Access Management,CIS-v8.1,Regional,Cloud,Partial,54.6,Active,123838,66,22863,,
TM-0988,EPP,McAfee,EPP from McAfee,v2,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,CIS-v8.1,HQ + Branches,On-Prem,Missing,67.3,Under Review,155484,52,4205,,
TM-0989,SIEM,QRadar,SIEM from QRadar,v3,SOC,"Monitoring, detection, and response control coverage via SIEM",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,Hybrid,Partial,41.8,Active,134744,64,6756,,
TM-0990,Threat Intelligence Platform,Anomali,Threat Intelligence Platform from Anomali,Latest,SOC,"Monitoring, detection, and response control coverage via Threat Intelligence Platform",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Cloud,Covered,93.4,Active,253401,44,12614,,
TM-0991,Digital Risk Protection,CTM360,Digital Risk Protection from CTM360,v3,SOC,"Monitoring, detection, and response control coverage via Digital Risk Protection",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,HQ + Branches,Cloud,Covered,38.1,Active,395413,47,4833,,
TM-0992,DAM,Imperva,DAM from Imperva,v2,Data,Data security and application protection with DAM,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Partial,41.9,Active,185721,41,2985,,
TM-0993,EPP,Carbon Black,EPP from Carbon Black,v1,Endpoint,Endpoint protection and workload hardening using EPP,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Covered,41.4,Active,260093,80,9870,,
TM-0994,Sandboxing,OPSWAT,Sandboxing from OPSWAT,v1,SOC,"Monitoring, detection, and response control coverage via Sandboxing",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,BU-specific,On-Prem,Covered,84.5,Active,212365,72,18378,,
TM-0995,Cybersecurity awareness training,OutThink,Cybersecurity awareness training from OutThink,v1,SOC,"Monitoring, detection, and response control coverage via Cybersecurity awareness training",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,HQ + Branches,Cloud,Missing,78.3,Active,324892,45,8384,,
TM-0996,Email security,Proofpoint,Email security from Proofpoint,Latest,Email,Email threat prevention and response via Email security,CIS-9,Email and Web Browser Protections,NIST-CSF-2.0,Enterprise-wide,On-Prem,Covered,36.3,Planned,161632,45,19035,,
TM-0997,Vulnerability Management,Tenable,Vulnerability Management from Tenable,v1,Data,Data security and application protection with Vulnerability Management,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,BU-specific,On-Prem,Partial,65.8,Active,148877,86,14233,,
TM-0998,GRC,Archer,GRC from Archer,v3,Data,Data security and application protection with GRC,PR.DS,Data Security,NIST-CSF-2.0,Regional,Hybrid,Partial,41.3,Under Review,208618,65,8847,,
TM-0999,NDR,Darktrace,NDR from Darktrace,v3,SOC,"Monitoring, detection, and response control coverage via NDR",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,HQ + Branches,Cloud,Covered,35.9,Active,333104,91,19390,,
TM-1000,Web and API Protection,Invicti,Web and API Protection from Invicti,Latest,Data,Data security and application protection with Web and API Protection,PR.DS,Data Security,NIST-CSF-2.0,BU-specific,Production,Covered,60.9,Active,382438,57,888,,
TM-1001,IPS,Trend Micro TippingPoint,IPS from Trend Micro TippingPoint,Latest,Network,Network boundary and segmentation controls enabled by IPS,CIS-12,Network Infrastructure Management,CIS-v8.1,Regional,Production,Covered,95.2,Active,484219,90,17008,,
TM-1002,Deep Security,Trend Micro,Deep Security from Trend Micro,Latest,Endpoint,Endpoint protection and workload hardening using Deep Security,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Regional,Cloud,Missing,57,Active,252573,94,6993,,
TM-1003,Sandbox,Trend Micro,Sandbox from Trend Micro,v2,SOC,"Monitoring, detection, and response control coverage via Sandbox",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,BU-specific,Production,Covered,63.7,Planned,356609,53,24240,,
TM-1004,Data classification,Boldon James,Data classification from Boldon James,Latest,Data,Data security and application protection with Data classification,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Partial,68,Active,267349,45,12232,,
TM-1005,PAM,Arcon,PAM from Arcon,v1,Identity,Identity and privileged access controls for PAM,PR.AA,Identity and Access Management,CIS-v8.1,Enterprise-wide,On-Prem,Covered,52.8,Active,103324,54,10826,,
TM-1006,Algosec,Unknown Vendor,Algosec,v1,SOC,"Monitoring, detection, and response control coverage via Algosec",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,BU-specific,Hybrid,Covered,52.8,Under Review,320283,83,3977,,
TM-1007,SASE,Palo Alto,SASE from Palo Alto,v1,Network,Network boundary and segmentation controls enabled by SASE,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Missing,47.4,Active,182524,48,11892,,
TM-1008,Password Policy Enforcer,Netwrix,Password Policy Enforcer from Netwrix,v3,Identity,Identity and privileged access controls for Password Policy Enforcer,PR.AA,Identity and Access Management,NIST-CSF-2.0,HQ + Branches,On-Prem,Covered,92,Under Review,279759,72,4431,,
TM-1009,Endpoint issue management,Nexthink,Endpoint issue management from Nexthink,Latest,Endpoint,Endpoint protection and workload hardening using Endpoint issue management,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,BU-specific,Hybrid,Partial,47.6,Active,244136,53,2249,,
TM-1010,Device and App Control,DriveLock,Device and App Control from DriveLock,Latest,SOC,"Monitoring, detection, and response control coverage via Device and App Control",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0;CIS-v8.1,Regional,On-Prem,Partial,87.5,Active,280599,78,12654,,
TM-1011,File security,Reversing Labs,File security from Reversing Labs,v3,Data,Data security and application protection with File security,PR.DS,Data Security,CIS-v8.1,BU-specific,On-Prem,Partial,95.6,Active,360915,36,19197,,
TM-1012,Firewalls,Check Point,Firewalls from Check Point and Palo Alto,v1,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,BU-specific,Hybrid,Partial,58.5,Active,461870,90,1451,,
TM-1013,Firewalls,Palo Alto,Firewalls from Check Point and Palo Alto,Latest,Network,Network boundary and segmentation controls enabled by Firewalls,CIS-12,Network Infrastructure Management,NIST-CSF-2.0,HQ + Branches,Production,Partial,83.1,Active,441166,40,6841,,
TM-1014,NPM,SolarWinds,NPM from SolarWinds,v1,Network,Network boundary and segmentation controls enabled by NPM,CIS-12,Network Infrastructure Management,CIS-v8.1,Enterprise-wide,Cloud,Partial,78.5,Under Review,196411,71,12829,,
TM-1015,Network Packet Broker,Gigamon,Network Packet Broker from Gigamon,v1,Network,Network boundary and segmentation controls enabled by Network Packet Broker,CIS-12,Network Infrastructure Management,NIST-CSF-2.0;CIS-v8.1,Regional,Hybrid,Partial,95.9,Active,460212,75,3970,,
TM-1016,Patch Management,Qualys,Patch Management from Qualys,v3,Endpoint,Endpoint protection and workload hardening using Patch Management,CIS-10,Malware Defenses,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,On-Prem,Partial,47.6,Active,147031,90,13053,,
TM-1017,MFT,GoAnywhere,MFT from GoAnywhere,v2,Data,Data security and application protection with MFT,PR.DS,Data Security,NIST-CSF-2.0,Enterprise-wide,On-Prem,Covered,66.9,Active,364475,53,12154,,
TM-1018,WAF,Barracuda,WAF from Barracuda,v2,Data,Data security and application protection with WAF,PR.DS,Data Security,NIST-CSF-2.0,BU-specific,On-Prem,Missing,73.9,Active,287956,46,20485,,
TM-1019,API Security,Symantec,API Security from Symantec,v2,Data,Data security and application protection with API Security,PR.DS,Data Security,NIST-CSF-2.0,Regional,On-Prem,Partial,53.2,Active,275433,58,6966,,
TM-1020,Data Classification,Fortra,Data Classification from Fortra,Latest,Data,Data security and application protection with Data Classification,PR.DS,Data Security,NIST-CSF-2.0;CIS-v8.1,Enterprise-wide,On-Prem,Covered,61.8,Active,240669,70,394,,
TM-1021,PGP,Symantec,PGP from Symantec,v3,SOC,"Monitoring, detection, and response control coverage via PGP",DE.CM,Security Continuous Monitoring,NIST-CSF-2.0,HQ + Branches,Production,Missing,57.3,Active,382373,63,346,,
